-9.78;-9.2;-8.280000000000001
0.49;0.51;0.52
35;31;32
24885;1290;992;992;1056;1056;957;957
991;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7051950624976293;0.637926853038396;0.3094337635124735;8.919517924192988
992;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6759112604127562;0.6630922537497557;0.3216405308171049;8.581008099285304
993;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.643035297312408;0.6890528892104713;0.3342330358911954;8.257711547396166
994;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6061761447584146;0.715589681260452;0.34710501235129154;7.951484138197095
995;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5649516923211083;0.7423961037660756;0.36010777616772754;7.664372120402296
996;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5190170258211917;0.7690642908652553;0.37304348730898174;7.3986012191494686
997;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4681026833386573;0.7950759009543165;0.3856607182133418;7.156549447883386
998;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4120622544552065;0.8198021775699739;0.39765448332040937;6.940698812079371
999;9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.35092592499927233;0.8425183600193502;0.408673229113077;6.753562023110471
1000;10;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.28495284275134475;0.8624370613059321;0.41833502446474063;6.597582890725967
1001;11;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21467136664689;0.8787626447631685;0.426253936651379;6.4750135134994125
1002;12;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1408940770595166;0.8907636649651665;0.4320751696491847;6.387777391237112
1003;13;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06469597647373974;0.8978539174038531;0.4355143782134686;6.337333824251331
1004;14;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8997388515425758;0.43642868721573125;6.3240572419926755
1005;15;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8997388515425758;0.43642868721573125;6.3240572419926755
1006;16;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8997388515425758;0.43642868721573125;6.3240572419926755
1007;17;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8997388515425758;0.43642868721573125;6.3240572419926755
1008;18;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8997388515425758;0.43642868721573125;6.3240572419926755
1009;19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8997388515425758;0.43642868721573125;6.3240572419926755
1010;20;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8997388515425758;0.43642868721573125;6.3240572419926755
1011;21;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8997388515425758;0.43642868721573125;6.3240572419926755
